Bus,v_nom,x,y,control,generator,interconnect,substation_lv,substation_off,country,type,carrier,unit,v_mag_pu_set,v_mag_pu_min,v_mag_pu_max,sub_network
37568,230.0,-117.205,33.574,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37569,230.0,-117.174,33.5411,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37570,230.0,-117.123,32.7343,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37571,230.0,-117.219,32.9275,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37572,230.0,-117.157,32.8664,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37573,230.0,-117.134,32.8376,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37574,230.0,-117.166,34.5634,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37575,230.0,-117.096,34.5289,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37576,230.0,-117.09,32.9781,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37577,230.0,-117.169,33.0208,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37578,230.0,-117.13,33.069,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37579,230.0,-117.038,32.6463,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37580,230.0,-117.091,32.6459,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37581,230.0,-117.172,32.9768,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37582,230.0,-117.149,33.013,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37583,230.0,-117.063,32.7997,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37584,230.0,-117.175,32.5085,PQ,,Western,True,True,US,,AC,None,1.0,0.0,inf,
37585,230.0,-117.109,32.6909,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37586,230.0,-117.174,32.7813,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37587,230.0,-117.021,32.617,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37588,230.0,-117.154,32.6511,PQ,,Western,True,True,US,,AC,None,1.0,0.0,inf,
37589,230.0,-117.145,33.1302,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37590,230.0,-117.034,33.1919,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37591,230.0,-117.164,33.8443,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37592,230.0,-117.163,33.9133,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37593,230.0,-117.04,33.5754,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37594,230.0,-117.087,33.5171,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37595,230.0,-117.061,32.6418,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37596,230.0,-117.099,32.6859,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37597,230.0,-117.182,32.6845,PQ,,Western,True,True,US,,AC,None,1.0,0.0,inf,
37598,230.0,-117.079,32.7143,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37599,230.0,-117.098,32.8659,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37600,230.0,-117.108,32.9234,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37601,230.0,-117.168,33.1891,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37602,230.0,-117.024,33.0739,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37603,230.0,-117.091,32.838,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37604,230.0,-116.977,32.7811,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37605,230.0,-117.089,34.0942,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37606,230.0,-116.988,33.0329,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37607,230.0,-116.975,32.9785,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37608,230.0,-117.059,32.7474,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37609,230.0,-117.103,32.6809,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37610,230.0,-117.044,32.6531,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37611,230.0,-117.136,32.6618,PQ,,Western,True,True,US,,AC,None,1.0,0.0,inf,
37612,230.0,-117.096,32.7165,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37613,230.0,-116.995,32.6917,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37614,230.0,-117.07,32.5743,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37615,230.0,-117.131,32.5641,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37616,230.0,-116.958,34.0086,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37617,230.0,-117.028,33.7439,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37618,230.0,-117.091,32.6211,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37619,230.0,-117.111,32.7219,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37620,230.0,-117.125,32.5364,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37621,230.0,-117.141,33.4461,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37622,230.0,-116.985,33.5484,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37623,230.0,-117.075,33.7109,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37624,230.0,-117.037,33.6598,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37625,230.0,-117.08,32.7927,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37626,230.0,-116.947,32.6905,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37627,230.0,-116.927,32.7231,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37628,230.0,-116.937,33.8187,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37629,230.0,-117.023,32.9831,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37630,230.0,-117.022,32.8976,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37631,230.0,-117.014,32.6888,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37632,230.0,-117.006,34.0687,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37633,230.0,-117.058,33.9566,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37634,230.0,-116.916,32.6091,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37635,230.0,-116.927,32.562,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37636,230.0,-117.04,32.549,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37637,230.0,-116.908,32.823,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37638,230.0,-116.926,32.7538,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37639,230.0,-117.0,32.7923,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37640,230.0,-117.036,32.7973,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37641,230.0,-117.047,32.8469,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37642,230.0,-117.053,33.9222,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37643,230.0,-116.893,33.9164,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37644,230.0,-117.025,32.5538,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37645,230.0,-116.909,32.6799,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37646,230.0,-117.055,33.0739,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37647,230.0,-117.011,33.1746,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37648,230.0,-117.052,32.7647,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37649,230.0,-117.045,32.8365,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37650,230.0,-116.884,34.9763,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37651,230.0,-116.946,33.6727,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37652,230.0,-116.953,33.7651,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37653,230.0,-117.073,32.5389,PQ,,Western,True,True,US,,AC,None,1.0,0.0,inf,
37654,230.0,-116.939,32.6254,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37655,230.0,-116.985,33.7511,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37656,230.0,-116.921,33.8452,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37657,230.0,-116.882,34.6052,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37658,230.0,-116.936,32.8654,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37659,230.0,-116.907,32.892,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37660,230.0,-116.876,33.5711,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37661,230.0,-116.938,33.7264,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37662,230.0,-116.854,32.8161,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37663,230.0,-116.923,32.7444,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37664,230.0,-116.873,32.9052,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37665,230.0,-116.776,32.9209,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37666,230.0,-116.949,33.0004,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37667,230.0,-116.891,32.9954,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37668,230.0,-116.86,34.0264,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37669,230.0,-116.825,34.0129,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37670,230.0,-116.797,34.3118,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37671,230.0,-116.79,32.7332,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37672,230.0,-116.737,32.8721,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37673,230.0,-116.651,35.1807,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37674,230.0,-116.561,33.43,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37675,230.0,-116.655,33.8203,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37676,230.0,-116.602,33.9086,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37677,230.0,-116.507,33.8616,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37678,230.0,-116.555,34.0342,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37679,230.0,-116.466,33.6556,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37680,230.0,-116.516,33.8237,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37681,230.0,-116.524,33.7378,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37682,230.0,-116.371,34.2055,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37683,230.0,-116.521,34.2433,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37684,230.0,-116.504,33.6858,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37685,230.0,-116.424,33.677,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37686,230.0,-116.337,33.6512,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37687,230.0,-116.319,33.773,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37688,230.0,-116.315,33.8188,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37689,230.0,-116.266,34.0812,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37690,230.0,-116.225,33.5538,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37691,230.0,-116.292,33.6974,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37692,230.0,-116.267,33.8236,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37693,230.0,-116.135,33.7737,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37694,230.0,-116.174,33.6303,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37695,230.0,-116.218,33.6987,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37696,230.0,-116.256,33.7054,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37697,230.0,-116.146,33.0926,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37698,230.0,-116.047,33.4073,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37699,230.0,-116.022,34.2672,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37700,230.0,-115.982,33.5912,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37701,230.0,-115.635,32.9338,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37702,230.0,-115.658,34.2073,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37703,230.0,-115.641,32.7681,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37704,230.0,-115.593,32.7651,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37705,230.0,-115.52,33.2618,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37706,230.0,-115.482,32.7157,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37707,230.0,-115.452,32.5951,PQ,,Western,True,True,US,,AC,None,1.0,0.0,inf,
37708,230.0,-115.772,32.644,PQ,,Western,True,True,US,,AC,None,1.0,0.0,inf,
37709,230.0,-115.352,32.9602,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37710,230.0,-115.317,32.9459,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37711,230.0,-115.084,32.7846,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37712,230.0,-114.623,33.7528,PQ,,Western,True,True,WALC,,AC,None,1.0,0.0,inf,
37713,230.0,-114.698,34.9721,PQ,,Western,True,True,WALC,,AC,None,1.0,0.0,inf,
37714,230.0,-117.324,35.0111,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37715,230.0,-117.117,33.1219,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37716,230.0,-116.542,33.9228,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37717,230.0,-116.944,32.5624,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37718,230.0,-115.264,32.7757,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37719,230.0,-115.394,33.8231,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37720,230.0,-115.648,32.6869,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37721,230.0,-115.544,33.0139,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37722,230.0,-116.343,32.7056,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37723,230.0,-115.469,35.5561,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37724,230.0,-116.571,33.9342,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37725,230.0,-117.166,32.8769,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37726,230.0,-117.242,34.0818,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37727,230.0,-117.1,33.1185,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37728,230.0,-117.527,34.0912,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37729,230.0,-117.56,34.0053,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37730,230.0,-115.518,32.7146,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37731,230.0,-116.972,32.7965,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37732,230.0,-117.111,33.3594,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37733,230.0,-117.383,35.765,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37734,230.0,-117.822,33.613,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37735,230.0,-115.616,33.1646,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37736,230.0,-116.553,33.9393,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37737,230.0,-115.639,33.1582,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37738,230.0,-117.36,34.0414,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37739,230.0,-116.087,33.586,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37740,230.0,-115.536,32.9553,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37741,230.0,-117.239,32.8747,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37742,230.0,-117.338,35.033,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37743,230.0,-117.118,33.1197,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37744,230.0,-117.365,34.5953,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37745,230.0,-116.972,32.7961,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37746,230.0,-115.565,33.1779,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37747,230.0,-116.553,33.8816,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37748,230.0,-117.334,34.2056,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37749,230.0,-117.356,35.0308,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37750,230.0,-117.608,33.8912,PQ,,Western,True,True,US,,AC,None,1.0,0.0,inf,
37751,230.0,-117.856,33.8535,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37752,230.0,-115.47,33.08,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37753,230.0,-114.686,33.6157,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37754,230.0,-115.453,35.5331,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37755,230.0,-115.512,32.9038,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37756,230.0,-117.324,34.3074,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37757,230.0,-117.166,32.8761,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37758,230.0,-115.639,33.157,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37759,230.0,-116.045,32.7528,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37760,230.0,-117.19,32.7052,PQ,,Western,True,True,US,,AC,None,1.0,0.0,inf,
37761,230.0,-115.726,32.7533,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37762,230.0,-114.714,32.7366,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37763,230.0,-116.622,33.9447,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37764,230.0,-115.54,32.8022,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37765,230.0,-116.553,33.9109,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37766,230.0,-117.122,32.6793,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37767,230.0,-117.54,34.0454,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37768,230.0,-115.587,32.6711,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37769,230.0,-117.353,34.0606,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37770,230.0,-117.983,33.8073,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37771,230.0,-115.617,33.1633,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37772,230.0,-114.998,33.665,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37773,230.0,-117.293,33.9308,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37774,230.0,-116.825,34.8659,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37775,230.0,-115.536,32.7144,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37776,230.0,-117.134,32.834,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37777,230.0,-117.119,33.0586,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37778,230.0,-115.603,33.1777,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37779,230.0,-117.534,34.0903,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37780,230.0,-115.638,33.1533,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37781,230.0,-114.14,34.2953,PQ,,Western,True,True,WALC,,AC,None,1.0,0.0,inf,
37782,230.0,-116.171,33.6758,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37783,230.0,-117.453,33.9636,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37784,230.0,-117.117,33.1261,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37785,230.0,-117.353,34.0609,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37786,230.0,-115.504,33.2388,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37787,230.0,-117.556,33.8827,PQ,,Western,True,True,US,,AC,None,1.0,0.0,inf,
37788,230.0,-116.915,32.5815,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37789,230.0,-115.658,32.6633,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37790,230.0,-117.336,33.1361,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37791,230.0,-116.536,33.9603,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37792,230.0,-116.578,33.934,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37793,230.0,-117.979,33.6439,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37794,230.0,-117.84,33.932,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37795,230.0,-116.564,33.9211,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37796,230.0,-115.573,33.2046,PQ,,Western,True,True,IID,,AC,None,1.0,0.0,inf,
37797,230.0,-116.153,34.1719,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37798,230.0,-116.944,32.567,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37799,230.0,-117.059,32.5917,PQ,,Western,True,True,CISO-SDGE,,AC,None,1.0,0.0,inf,
37800,230.0,-116.71,33.915,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37801,230.0,-116.618,33.925,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37802,230.0,-115.483,35.5808,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37803,230.0,-117.862,33.8581,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37804,230.0,-117.17,33.7388,PQ,,Western,True,True,CISO-SCE,,AC,None,1.0,0.0,inf,
37805,230.0,-119.835,39.194,PQ,,Western,True,True,NEVP,,AC,None,1.0,0.0,inf,
37806,230.0,-119.971,39.542,PQ,,Western,True,True,NEVP,,AC,None,1.0,0.0,inf,
37807,230.0,-119.978,39.5364,PQ,,Western,True,True,NEVP,,AC,None,1.0,0.0,inf,
37808,230.0,-120.003,39.7699,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
37809,230.0,-119.834,38.8819,PQ,,Western,True,True,CISO-PGAE,,AC,None,1.0,0.0,inf,
37810,230.0,-119.949,39.3063,PQ,,Western,True,True,NEVP,,AC,None,1.0,0.0,inf,
37811,230.0,-119.925,39.3003,PQ,,Western,True,True,NEVP,,AC,None,1.0,0.0,inf,
37812,230.0,-119.87,39.1045,PQ,,Western,True,True,NEVP,,AC,None,1.0,0.0,inf,
37813,230.0,-119.855,39.4774,PQ,,Western,True,True,NEVP,,AC,None,1.0,0.0,inf,
37814,230.0,-119.741,39.4851,PQ,,Western,True,True,NEVP,,AC,None,1.0,0.0,inf,
37815,230.0,-119.747,39.494,PQ,,Western,True,True,NEVP,,AC,None,1.0,0.0,inf,
37816,230.0,-119.743,39.0757,PQ,,Western,True,True,NEVP,,AC,None,1.0,0.0,inf,
37817,230.0,-119.809,39.4331,PQ,,Western,True,True,NEVP,,AC,None,1.0,0.0,inf,
37818,230.0,-119.868,39.5728,PQ,,Western,True,True,NEVP,,AC,None,1.0,0.0,inf,
37819,230.0,-119.797,39.6354,PQ,,Western,True,True,NEVP,,AC,None,1.0,0.0,inf,
37820,230.0,-119.789,39.6729,PQ,,Western,True,True,NEVP,,AC,None,1.0,0.0,inf,
37821,230.0,-119.871,39.2309,PQ,,Western,True,True,NEVP,,AC,None,1.0,0.0,inf,
37822,230.0,-119.814,39.5352,PQ,,Western,True,True,NEVP,,AC,None,1.0,0.0,inf,
37823,230.0,-119.789,39.5422,PQ,,Western,True,True,NEVP,,AC,None,1.0,0.0,inf,
37824,230.0,-119.76,38.9139,PQ,,Western,True,True,NEVP,,AC,None,1.0,0.0,inf,
37825,230.0,-119.832,39.6769,PQ,,Western,True,True,NEVP,,AC,None,1.0,0.0,inf,
