Line,bus0,bus1,r,x,b,s_nom,s_max_pu,length,num_parallel,type,g,s_nom_extendable,s_nom_min,s_nom_max,capital_cost,build_year,lifetime,carrier,terrain_factor,v_ang_min,v_ang_max,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt,x1,y1,x2,y2
3422,37309,37358,0.52409088,2.700591552,3.856332703213611e-07,144.84794493537007,1.0,6.710789318581411,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118.004,33.8842,-117.941,33.8541
3423,37310,37340,0.159664896,0.8347366079999999,2.1718126444024365e-07,144.84794493537007,1.0,3.395734706647795,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.959,33.8056,-117.99,33.7892
3424,37313,37321,0.4427730000000001,4.974292800000001,7.500945179584122e-07,905.2996558460629,1.0,12.233161335244532,2.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118.074,33.7865,-117.942,33.7948
3425,37314,37337,0.21253103999999998,1.4915260799999999,1.915143877336694e-06,144.84794493537007,1.0,10.188164898808152,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.993,33.7359,-117.886,33.7141
3426,37315,37338,0.33136560000000004,1.8332516159999999,3.9907582440663727e-07,144.84794493537007,1.0,5.792879613270341,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.914,33.702,-117.974,33.6871
3427,37315,37351,0.25351372799999994,1.6738914239999998,7.872295736189875e-07,144.84794493537007,1.0,7.353194158582266,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.914,33.702,-117.941,33.7642
3428,37317,37341,0.19333468799999998,1.1383741440000001,3.831127914303718e-07,144.84794493537007,1.0,3.9125227603314228,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.927,33.6056,-117.92,33.6403
3429,37317,37360,0.18175593600000003,1.1913926400000001,1.1468178954001259e-07,144.84794493537007,1.0,2.4899728590737045,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.927,33.6056,-117.901,33.5999
3430,37318,37345,0.2862694080001202,1.5547521600006529,3.1505986137379325e-07,144.84794493537007,1.0,3.8657769131981463,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.893,33.9414,-117.864,33.9665
3431,37319,37321,0.11959632,0.7474389119999999,8.443604284814114e-08,144.84794493537007,1.0,1.515609971699546,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.956,33.7877,-117.942,33.7948
3432,37319,37340,0.129346848,0.777452256,2.0751942869145138e-07,144.84794493537007,1.0,3.146490487927698,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.956,33.7877,-117.99,33.7892
3433,37319,37355,0.22700448000000004,1.3143407040000001,2.516278092837639e-07,144.84794493537007,1.0,4.617454604315586,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.956,33.7877,-117.909,33.8018
3434,37320,37321,0.22186260000000005,2.61855,3.4816215080865365e-07,905.2996558460629,1.0,7.2883948073573634,2.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.864,33.7851,-117.942,33.7948
3435,37320,37325,0.13178448,0.45583718399999995,4.914933837429112e-08,144.84794493537007,1.0,0.7176237250457366,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.864,33.7851,-117.865,33.7787
3436,37320,37361,0.15905548800000002,0.8991815040000001,5.7550934677588747e-08,144.84794493537007,1.0,1.2669255866418743,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.864,33.7851,-117.875,33.7919
3437,37320,37364,0.19710540000000001,2.3728824,3.447342995169083e-07,905.2996558460629,1.0,6.288966645969741,2.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.864,33.7851,-117.816,33.8252
3438,37320,37366,0.23949734399999997,1.05046704,4.3100189035916824e-07,144.84794493537007,1.0,3.6585501409193384,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.864,33.7851,-117.835,33.8075
3439,37320,37803,0.19234440000000003,2.4376320000000002,4.950220541902961e-07,905.2996558460629,1.0,8.119331981644864,2.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.864,33.7851,-117.862,33.8581
3440,37321,37329,0.11578752,0.516625632,1.4030665826507038e-07,144.84794493537007,1.0,1.442091152405139,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.942,33.7948,-117.931,33.804
3441,37321,37351,0.190287648,1.188193248,1.8903591682419658e-07,144.84794493537007,1.0,3.4038197654199105,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.942,33.7948,-117.941,33.7642
3442,37321,37355,0.24543907200000004,1.3463346239999998,1.3106490233144296e-07,144.84794493537007,1.0,3.147077081258539,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.942,33.7948,-117.909,33.8018
3443,37322,37341,0.179165952,1.314036,1.121613106490233e-07,144.84794493537007,1.0,2.1333779670696513,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.897,33.6391,-117.92,33.6403
3444,37322,37369,0.19836230399999996,1.31708304,3.9151438773366936e-07,144.84794493537007,1.0,4.921054158452042,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.897,33.6391,-117.864,33.6738
3445,37324,37379,0.20186640000000003,1.118416032,1.2308338584331022e-07,144.84794493537007,1.0,2.4143118855567316,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.817,33.5543,-117.791,33.5557
3446,37324,37734,0.334717344,2.104438176,6.057550934677589e-07,144.84794493537007,1.0,6.543555029426719,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.817,33.5543,-117.822,33.613
3447,37325,37330,0.13193683200000003,0.7756240320000001,2.205419029615627e-07,144.84794493537007,1.0,2.322473210345306,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.865,33.7787,-117.857,33.7985
3448,37325,37357,0.13589798400000003,0.6234243840000001,1.125813904641882e-07,144.84794493537007,1.0,1.481778210865495,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.865,33.7787,-117.864,33.7654
3449,37325,37361,0.148238496,0.8769381119999998,9.955891619407687e-08,144.84794493537007,1.0,1.7344884406494183,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.865,33.7787,-117.875,33.7919
3450,37326,37346,0.334717344,1.74138336,2.2558286074354128e-07,144.84794493537007,1.0,4.166647317329283,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.834,33.7212,-117.789,33.723
3451,37326,37350,0.3037518,3.5707500000000003,4.499222852341945e-07,905.2996558460629,1.0,9.105665646755988,2.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.834,33.7212,-117.781,33.6522
3452,37326,37363,0.32405270399999997,2.045782656,3.058181054400336e-07,144.84794493537007,1.0,5.294647631938463,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.834,33.7212,-117.779,33.708
3453,37326,37377,0.2818512,1.583394336,1.6509136735979838e-07,144.84794493537007,1.0,3.141146100315579,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.834,33.7212,-117.832,33.7494
3454,37327,37331,0.12949919999999998,0.714835584,7.687460617517327e-08,144.84794493537007,1.0,1.168693132839384,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.868,33.863,-117.879,33.8682
3455,37327,37803,0.081355968,0.519672672,4.326822096198278e-08,144.84794493537007,1.0,0.777045529408997,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.868,33.863,-117.862,33.8581
3456,37328,37339,0.19501056000000003,1.133346528,1.9126233984457046e-06,144.84794493537007,1.0,11.780138024235423,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.976,33.819,-117.902,33.9053
3457,37328,37770,0.112892832,0.774252864,7.099348876286495e-08,144.84794493537007,1.0,1.4528536334686728,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.976,33.819,-117.983,33.8073
3458,37329,37334,0.24254438400000003,1.3288141440000003,3.339634530560807e-07,144.84794493537007,1.0,4.834253143564254,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.931,33.804,-117.899,33.8384
3459,37329,37354,0.21268339200000003,1.40849424,2.2642302037387106e-07,144.84794493537007,1.0,3.2300839132199215,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.931,33.804,-117.899,33.8157
3460,37331,37358,0.3158256960000001,1.8547332480000003,3.7177063642092003e-07,144.84794493537007,1.0,5.935593579698621,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.879,33.8682,-117.941,33.8541
3461,37332,37335,0.11060755200000001,0.5463342720000001,1.0207939508506616e-07,144.84794493537007,1.0,1.6111361353416005,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.838,33.5947,-117.852,33.6033
3462,37332,37341,0.2989908,3.5555148000000005,5.20562906952321e-07,905.2996558460629,1.0,9.13037859869998,2.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.838,33.5947,-117.92,33.6403
3463,37332,37350,0.2732813999999999,3.3260345999999994,4.336567947910102e-07,905.2996558460629,1.0,8.290581069850004,2.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.838,33.5947,-117.781,33.6522
3464,37332,37734,0.22197686399999997,1.151933472,1.646712875446335e-07,144.84794493537007,1.0,2.5172235998893275,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.838,33.5947,-117.822,33.613
3465,37333,37793,0.42399561599999996,2.2532860799999996,2.6591052299936983e-07,144.84794493537007,1.0,4.824733775573942,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.951,33.6805,-117.979,33.6439
3466,37334,37751,0.28703116799999995,1.269549216,2.827137156059651e-07,144.84794493537007,1.0,4.311493632979661,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.899,33.8384,-117.856,33.8535
3467,37335,37360,0.259150752,1.7438209919999998,2.9615626969124135e-07,144.84794493537007,1.0,4.553850557368083,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.852,33.6033,-117.901,33.5999
3468,37335,37380,0.339440256,2.235613248,2.453266120562907e-07,144.84794493537007,1.0,6.42348387891639,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.852,33.6033,-117.795,33.5704
3469,37336,37341,0.44517254400000006,2.3495725440000004,2.226423020373871e-07,144.84794493537007,1.0,5.764058058868644,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.884,33.6826,-117.92,33.6403
3470,37336,37369,0.129651552,0.7448489280000001,1.6215080865364418e-07,144.84794493537007,1.0,2.093418503207617,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.884,33.6826,-117.864,33.6738
3471,37337,37347,0.27560476800000006,1.4637980160000004,1.1636210880067212e-07,144.84794493537007,1.0,2.8509622849031175,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.886,33.7141,-117.861,33.7291
3472,37338,37793,0.31536864,1.9866700799999997,3.1379962192816633e-07,144.84794493537007,1.0,4.825856720904972,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.974,33.6871,-117.979,33.6439
3473,37341,37793,0.138069,1.7177688,3.0971644612476374e-07,905.2996558460629,1.0,5.476361040803079,2.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.92,33.6403,-117.979,33.6439
3474,37342,37347,0.38788819199999997,1.9427927040000001,3.742911153119092e-07,144.84794493537007,1.0,5.183271499995909,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.807,33.7416,-117.861,33.7291
3475,37342,37363,0.272100672,1.6271193599999996,3.083385843310229e-07,144.84794493537007,1.0,4.545806334560721,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.807,33.7416,-117.779,33.708
3476,37343,37348,0.19897171200000005,1.0123790400000001,1.2812434362528882e-07,144.84794493537007,1.0,2.227651717893224,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.819,33.8417,-117.795,33.8437
3477,37343,37368,0.08257478399999998,0.5012380799999999,1.0989287964713294e-06,144.84794493537007,1.0,4.916035494113419,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.819,33.8417,-117.8,33.883
3478,37343,37803,0.194096448,0.9614934720000002,4.352026885108171e-07,144.84794493537007,1.0,4.3696496085780225,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.819,33.8417,-117.862,33.8581
3479,37346,37369,0.38575526400000004,2.2153504320000006,8.649443394244908e-07,144.84794493537007,1.0,8.835705097720354,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.789,33.723,-117.864,33.6738
3480,37346,37372,0.21862511999999998,1.5541427519999997,4.3352236925015747e-07,144.84794493537007,1.0,5.312009962460723,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.789,33.723,-117.763,33.7656
3481,37347,37377,0.326490336,1.646011008,1.676118462507876e-07,144.84794493537007,1.0,3.5051176074436268,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.861,33.7291,-117.832,33.7494
3482,37348,37367,0.3916969919999999,2.4863846400000003,3.6462927956311696e-07,144.84794493537007,1.0,6.501237189304756,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.795,33.8437,-117.726,33.8553
3483,37349,37364,0.11837750400000002,0.8319942719999999,1.2854442344045368e-07,144.84794493537007,1.0,1.795455144040705,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.802,33.814,-117.816,33.8252
3484,37349,37366,0.157989024,0.7593223679999999,3.700903171602604e-07,144.84794493537007,1.0,3.133357598928663,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.802,33.814,-117.835,33.8075
3485,37349,37381,0.35726543999999993,2.114950464,2.747321991178324e-07,144.84794493537007,1.0,5.275962870861122,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.802,33.814,-117.745,33.8111
3486,37350,37362,0.296019936,1.30489488,1.121613106490233e-07,144.84794493537007,1.0,2.3798009176743693,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.781,33.6522,-117.806,33.6572
3487,37350,37364,0.418968,4.66578,1.2796639361478683e-06,905.2996558460629,1.0,19.50706237657001,2.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.781,33.6522,-117.816,33.8252
3488,37350,37378,0.5143403520000001,3.0024008639999997,6.47342995169082e-07,144.84794493537007,1.0,8.631246917210829,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.781,33.6522,-117.689,33.6649
3489,37353,37365,0.34050672,1.8338610240000004,4.3268220961982785e-07,144.84794493537007,1.0,4.986190109760134,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.778,33.7689,-117.814,33.8023
3490,37353,37372,0.10268524799999999,0.617177952,7.477420709934887e-08,144.84794493537007,1.0,1.4342822076273822,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.778,33.7689,-117.763,33.7656
3491,37354,37366,0.268596576,1.217749536,5.1291745431632e-07,144.84794493537007,1.0,5.982767846087934,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.899,33.8157,-117.835,33.8075
3492,37356,37794,0.21710160000000003,1.5421069440000004,5.414828817475321e-07,144.84794493537007,1.0,6.233067989218353,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.837,33.876,-117.84,33.932
3493,37356,37803,0.236602656,1.4017907520000001,1.7517328292375552e-07,144.84794493537007,1.0,3.047872902104391,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.837,33.876,-117.862,33.8581
3494,37359,37362,0.18084182399999996,1.264064544,5.713085486242386e-08,144.84794493537007,1.0,1.7074135275870743,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.82,33.6672,-117.806,33.6572
3495,37359,37363,0.3199391999999999,1.355475744,5.028355387523629e-07,144.84794493537007,1.0,5.913726237366244,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.82,33.6672,-117.779,33.708
3496,37364,37365,0.20369462400000005,1.2681780480000002,1.3862633900441084e-07,144.84794493537007,1.0,2.553058890506957,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.816,33.8252,-117.814,33.8023
3497,37367,37406,0.24010675199999998,1.2850891199999999,1.6887208569628228e-07,144.84794493537007,1.0,3.3340730115287447,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.726,33.8553,-117.69,33.8576
3498,37368,37391,0.40099046399999994,2.5404695999999998,5.003150598613737e-07,144.84794493537007,1.0,6.505081662629173,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.8,33.883,-117.777,33.9383
3499,37370,37383,0.16850131200000001,0.8943062400000001,9.871875656374713e-08,144.84794493537007,1.0,1.6562415212333796,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.715,33.5301,-117.71,33.5444
3500,37370,37409,0.6551136000000001,3.4123800960000006,5.398025624868725e-07,144.84794493537007,1.0,10.665356340007357,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.715,33.5301,-117.617,33.5804
3501,37371,37378,0.23843088000009724,1.2933161280005276,2.5456836799002194e-07,144.84794493537007,1.0,3.4276482403599067,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.667,33.6897,-117.689,33.6649
3502,37371,37389,0.08760239999989824,0.5280520319993866,1.8945599663914143e-07,144.84794493537007,1.0,1.7855576113686387,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.667,33.6897,-117.65,33.6821
3503,37371,37410,0.3592460159999531,2.2180927679997104,8.729258559125096e-07,144.84794493537007,1.0,9.581510309922928,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.667,33.6897,-117.612,33.6167
3504,37373,37381,0.16073136,0.81203616,1.7895400126023942e-07,144.84794493537007,1.0,2.1527682036748024,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.722,33.808,-117.745,33.8111
3505,37373,37750,0.9215772480000001,4.710571487999999,9.779458097038435e-07,144.84794493537007,1.0,14.014983785807118,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.722,33.808,-117.608,33.8912
3506,37374,37376,0.25671312,1.8117699840000001,1.6593152699012813e-07,144.84794493537007,1.0,3.7650469926512047,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.721,33.9226,-117.681,33.9293
3507,37374,37391,0.48188937600000004,2.6058286080000004,3.0581810544003365e-07,144.84794493537007,1.0,5.45354250343634,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.721,33.9226,-117.777,33.9383
3508,37376,37385,0.5798517120000001,3.276482112,9.863474060071415e-07,144.84794493537007,1.0,11.161719471224977,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.681,33.9293,-117.617,34.0145
3509,37376,37406,0.363664224,2.2609036799999997,6.456626759084225e-07,144.84794493537007,1.0,8.015836348571638,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.681,33.9293,-117.69,33.8576
3510,37376,37767,0.615045024,3.4769773440000007,1.3728208359588323e-06,144.84794493537007,1.0,18.321044855008644,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.681,33.9293,-117.54,34.0454
3511,37378,37394,0.3100363199999224,1.843306847999539,8.002520478888988e-07,144.84794493537007,1.0,9.381845514326718,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.689,33.6649,-117.588,33.6577
3512,37379,37380,0.15280905599999997,0.9390977280000001,7.183364839319469e-08,144.84794493537007,1.0,1.6760570088293487,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.791,33.5557,-117.795,33.5704
3513,37379,37388,0.271034208,1.978747776,8.35958832178114e-07,144.84794493537007,1.0,8.519685419198668,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.791,33.5557,-117.737,33.4937
3514,37382,37412,1.1351747520000002,5.857324992,3.8983406847300986e-07,144.84794493537007,1.0,9.920227235502669,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.614,33.4128,-117.521,33.4568
3515,37383,37384,0.499409856,2.13826032,3.142197017433312e-07,144.84794493537007,1.0,5.070518835964745,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.71,33.5444,-117.659,33.5279
3516,37383,37389,0.37231020000000004,4.580082,7.474732199117833e-07,905.2996558460629,1.0,16.288461861124294,2.25,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.71,33.5444,-117.65,33.6821
3517,37383,37397,0.129651552,0.803199744,1.2770426381012395e-07,144.84794493537007,1.0,1.901071967719213,0.36,,0.0,False,0.0,inf,0.0,0,inf,,1.0,-inf,inf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.71,33.5444,-117.726,33.5551
