technology,parameter,value,unit,year,source,further description
Residential Oil-Fired Storage Water Heaters,investment,75.31,USD/gal,2015,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.59) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Oil-Fired Storage Water Heaters,investment,93.75,USD/gal,2020,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.59) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Oil-Fired Storage Water Heaters,investment,105.78,USD/gal,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.59) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Oil-Fired Storage Water Heaters,investment,105.78,USD/gal,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.59) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Oil-Fired Storage Water Heaters,investment,105.78,USD/gal,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.59) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Oil-Fired Storage Water Heaters,investment,105.78,USD/gal,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.59) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Oil-Fired Storage Water Heaters,FOM,8.71,%/year,2015,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.59) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Oil-Fired Storage Water Heaters,FOM,7,%/year,2020,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.59) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Oil-Fired Storage Water Heaters,FOM,6.2,%/year,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.59) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Oil-Fired Storage Water Heaters,FOM,6.2,%/year,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.59) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Oil-Fired Storage Water Heaters,FOM,6.2,%/year,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.59) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Oil-Fired Storage Water Heaters,FOM,6.2,%/year,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.59) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric-Resistance Storage Water Heaters,efficiency,0.88,per unit,2015,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF is assumed to be per-unit efficiency
Residential Electric-Resistance Storage Water Heaters,efficiency,0.93,per unit,2020,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF is assumed to be per-unit efficiency
Residential Electric-Resistance Storage Water Heaters,efficiency,0.92,per unit,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF is assumed to be per-unit efficiency
Residential Electric-Resistance Storage Water Heaters,efficiency,0.92,per unit,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF is assumed to be per-unit efficiency
Residential Electric-Resistance Storage Water Heaters,efficiency,0.92,per unit,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF is assumed to be per-unit efficiency
Residential Electric-Resistance Storage Water Heaters,efficiency,0.92,per unit,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF is assumed to be per-unit efficiency
Residential Electric-Resistance Storage Water Heaters,lifetime,13,years,2015,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Electric-Resistance Storage Water Heaters,lifetime,13,years,2020,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Electric-Resistance Storage Water Heaters,lifetime,15,years,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Electric-Resistance Storage Water Heaters,lifetime,15,years,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Electric-Resistance Storage Water Heaters,lifetime,15,years,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Electric-Resistance Storage Water Heaters,lifetime,15,years,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Electric-Resistance Storage Water Heaters,investment,21.3,USD/gal,2015,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric-Resistance Storage Water Heaters,investment,27.8,USD/gal,2020,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric-Resistance Storage Water Heaters,investment,25.1,USD/gal,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric-Resistance Storage Water Heaters,investment,25.1,USD/gal,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric-Resistance Storage Water Heaters,investment,25.1,USD/gal,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric-Resistance Storage Water Heaters,investment,25.1,USD/gal,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric-Resistance Storage Water Heaters,FOM,2.6,%/year,2015,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric-Resistance Storage Water Heaters,FOM,2,%/year,2020,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric-Resistance Storage Water Heaters,FOM,2.2,%/year,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric-Resistance Storage Water Heaters,FOM,2.2,%/year,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric-Resistance Storage Water Heaters,FOM,2.2,%/year,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric-Resistance Storage Water Heaters,FOM,2.2,%/year,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.62) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Heat-Pump Water Heater,efficiency,2.05,per unit,2015,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF assumed to be per-unit efficiency
Residential Heat-Pump Water Heater,efficiency,3.28,per unit,2020,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF assumed to be per-unit efficiency
Residential Heat-Pump Water Heater,efficiency,3.33,per unit,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF assumed to be per-unit efficiency
Residential Heat-Pump Water Heater,efficiency,3.33,per unit,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF assumed to be per-unit efficiency
Residential Heat-Pump Water Heater,efficiency,3.33,per unit,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF assumed to be per-unit efficiency
Residential Heat-Pump Water Heater,efficiency,3.33,per unit,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF assumed to be per-unit efficiency
Residential Heat-Pump Water Heater,lifetime,13,years,2015,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Heat-Pump Water Heater,lifetime,13,years,2020,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Heat-Pump Water Heater,lifetime,15,years,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Heat-Pump Water Heater,lifetime,15,years,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Heat-Pump Water Heater,lifetime,15,years,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Heat-Pump Water Heater,lifetime,15,years,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Heat-Pump Water Heater,investment,64.6,USD/gal,2015,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Heat-Pump Water Heater,investment,67.8,USD/gal,2020,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Heat-Pump Water Heater,investment,43.1,USD/gal,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Heat-Pump Water Heater,investment,41.5,USD/gal,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Heat-Pump Water Heater,investment,40,USD/gal,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Heat-Pump Water Heater,investment,38.6,USD/gal,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Heat-Pump Water Heater,FOM,0.9,%/year,2015,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Heat-Pump Water Heater,FOM,0.8,%/year,2020,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Heat-Pump Water Heater,FOM,1.3,%/year,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Heat-Pump Water Heater,FOM,1.3,%/year,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Heat-Pump Water Heater,FOM,1.4,%/year,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Heat-Pump Water Heater,FOM,1.4,%/year,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.65) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Gas-Fired Instantaneous Water Heaters,efficiency,0.81,per unit,2015,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF assumed to be per-unit efficiency
Residential Gas-Fired Instantaneous Water Heaters,efficiency,0.89,per unit,2020,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF assumed to be per-unit efficiency
Residential Gas-Fired Instantaneous Water Heaters,efficiency,0.92,per unit,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF assumed to be per-unit efficiency
Residential Gas-Fired Instantaneous Water Heaters,efficiency,0.92,per unit,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF assumed to be per-unit efficiency
Residential Gas-Fired Instantaneous Water Heaters,efficiency,0.92,per unit,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF assumed to be per-unit efficiency
Residential Gas-Fired Instantaneous Water Heaters,efficiency,0.92,per unit,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF assumed to be per-unit efficiency
Residential Gas-Fired Instantaneous Water Heaters,lifetime,19,years,2015,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Gas-Fired Instantaneous Water Heaters,lifetime,19,years,2020,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Gas-Fired Instantaneous Water Heaters,lifetime,20,years,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Gas-Fired Instantaneous Water Heaters,lifetime,20,years,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Gas-Fired Instantaneous Water Heaters,lifetime,20,years,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Gas-Fired Instantaneous Water Heaters,lifetime,20,years,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Gas-Fired Instantaneous Water Heaters,investment,16.1,USD/kBtu/hr,2015,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Gas-Fired Instantaneous Water Heaters,investment,12.8,USD/kBtu/hr,2020,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Gas-Fired Instantaneous Water Heaters,investment,10.6,USD/kBtu/hr,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Gas-Fired Instantaneous Water Heaters,investment,10.6,USD/kBtu/hr,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Gas-Fired Instantaneous Water Heaters,investment,10.6,USD/kBtu/hr,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Gas-Fired Instantaneous Water Heaters,investment,10.6,USD/kBtu/hr,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Gas-Fired Instantaneous Water Heaters,FOM,2.8,%/year,2015,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Gas-Fired Instantaneous Water Heaters,FOM,3.5,%/year,2020,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Gas-Fired Instantaneous Water Heaters,FOM,4.3,%/year,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Gas-Fired Instantaneous Water Heaters,FOM,4.3,%/year,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Gas-Fired Instantaneous Water Heaters,FOM,4.3,%/year,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Gas-Fired Instantaneous Water Heaters,FOM,4.3,%/year,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.71) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric Instantaneous Water Heaters,efficiency,0.96,per unit,2015,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF assumed to be per-unit efficiency
Residential Electric Instantaneous Water Heaters,efficiency,0.96,per unit,2020,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF assumed to be per-unit efficiency
Residential Electric Instantaneous Water Heaters,efficiency,0.96,per unit,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF assumed to be per-unit efficiency
Residential Electric Instantaneous Water Heaters,efficiency,0.96,per unit,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF assumed to be per-unit efficiency
Residential Electric Instantaneous Water Heaters,efficiency,0.96,per unit,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF assumed to be per-unit efficiency
Residential Electric Instantaneous Water Heaters,efficiency,0.96,per unit,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf. UEF assumed to be per-unit efficiency
Residential Electric Instantaneous Water Heaters,lifetime,20,years,2015,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Electric Instantaneous Water Heaters,lifetime,20,years,2020,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Electric Instantaneous Water Heaters,lifetime,20,years,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Electric Instantaneous Water Heaters,lifetime,20,years,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Electric Instantaneous Water Heaters,lifetime,20,years,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Electric Instantaneous Water Heaters,lifetime,20,years,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Residential Electric Instantaneous Water Heaters,investment,148.6,USD/kW,2015,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric Instantaneous Water Heaters,investment,148.6,USD/kW,2020,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric Instantaneous Water Heaters,investment,148.6,USD/kW,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric Instantaneous Water Heaters,investment,148.6,USD/kW,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric Instantaneous Water Heaters,investment,148.6,USD/kW,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric Instantaneous Water Heaters,investment,148.6,USD/kW,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric Instantaneous Water Heaters,FOM,17.3,%/year,2015,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric Instantaneous Water Heaters,FOM,17.3,%/year,2020,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric Instantaneous Water Heaters,FOM,17.3,%/year,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric Instantaneous Water Heaters,FOM,17.3,%/year,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric Instantaneous Water Heaters,FOM,17.3,%/year,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Residential Electric Instantaneous Water Heaters,FOM,17.3,%/year,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.74) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Furnaces,efficiency,0.8,per unit,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Furnaces,efficiency,0.8,per unit,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Furnaces,efficiency,0.81,per unit,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Furnaces,efficiency,0.81,per unit,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Furnaces,efficiency,0.81,per unit,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Furnaces,efficiency,0.81,per unit,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Furnaces,lifetime,23,years,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Furnaces,lifetime,23,years,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Furnaces,lifetime,23,years,2022,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Furnaces,lifetime,23,years,2030,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Furnaces,lifetime,23,years,2040,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Furnaces,lifetime,23,years,2050,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf
Commercial Gas-Fired Furnaces,investment,6.4,USD/kBtu/hr,2012,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
Commercial Gas-Fired Furnaces,investment,6.4,USD/kBtu/hr,2018,EIA Technology Forecast Updates Residential and Commercial Building Technologies Reference Case,(pg.109) https://www.eia.gov/analysis/studies/buildings/equipcosts/pdf/full.pdf.
